"jd","magnitude","uncertainty","h_quncertainty","band","observer_code","comment_code_s","comp_star_1","comp_star_2","charts","comments","transfomed","airmass","validation_flag","cmag","kmag","hjd","star_name","observer_affiliation","measurement_method","grouping_method","ads_reference","digitizer","credit"
2441751.28,"0.5",NA,NA,"Vis.","PFF","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441752.2639,"0.6",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2441755.2917,"0.5",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2441755.7,"0.8",NA,NA,"Vis.","SKL","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441756.2694,"0.5",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2441756.3,"0.5",NA,NA,"Vis.","PFF","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441756.5,"0.7",NA,NA,"Vis.","CRY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441757.3,"0.5",NA,NA,"Vis.","DAN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441758.6,"0.4",NA,NA,"Vis.","JAR","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441762.5,"0.8",NA,NA,"Vis.","LX","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441762.6,"1.0",NA,NA,"Vis.","MEN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441763.3,"0.6",NA,NA,"Vis.","DAN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441763.6,"0.9",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441764.3,"0.5",NA,NA,"Vis.","DAN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441764.3,"0.8",NA,NA,"Vis.","LKS","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441764.4111,"0.6",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2441764.5,"0.7",NA,NA,"Vis.","OCN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441764.9,"0.3",NA,NA,"Vis.","SRC","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441765.3,"0.5",NA,NA,"Vis.","DAN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441765.3,"0.8",NA,NA,"Vis.","ZAG","","","","","",NA,"","V","",NA,NA,"ALF ORI","MCSE","STD",NA,NA,"",""
2441765.4035,"0.7",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2441765.5,"1.0",NA,NA,"Vis.","OV","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441765.6,"0.8",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441765.6,"0.7",NA,NA,"Vis.","RNR","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441766.438,"0.7",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2441766.6,"0.8",NA,NA,"Vis.","MEN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441766.6,"0.9",NA,NA,"Vis.","WLM","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441769.5,"0.8",NA,NA,"Vis.","CRY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441771.3,"0.6",NA,NA,"Vis.","DAN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441772.3,"0.6",NA,NA,"Vis.","DAN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441772.3361,"0.7",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2441773,"0.4",NA,NA,"Vis.","SRC","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441773.6,"0.9",NA,NA,"Vis.","TWN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441774.5,"0.8",NA,NA,"Vis.","SVN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441774.6,"0.9",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441777.3,"0.7",NA,NA,"Vis.","DAN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441778.3,"0.7",NA,NA,"Vis.","DAN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441778.31,"0.8",NA,NA,"Vis.","PFF","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441778.6,"0.7",NA,NA,"Vis.","LAT","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441778.637,"0.7",NA,NA,"Vis.","LAT","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441779.5,"1.0",NA,NA,"Vis.","CRY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441780.7,"1.2",NA,NA,"Vis.","CR","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441781.4,"0.8",NA,NA,"Vis.","LKS","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441781.6,"1.0",NA,NA,"Vis.","OV","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441782,"0.3",NA,NA,"Vis.","SRC","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441782.27,"0.8",NA,NA,"Vis.","STF","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2441783.3,"0.5",NA,NA,"Vis.","DAN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441784.5,"0.8",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441784.7,"0.5",NA,NA,"Vis.","TYR","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441785.5,"0.4",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441786.6,"0.4",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441786.7,"0.6",NA,NA,"Vis.","TAY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441787.5,"1.0",NA,NA,"Vis.","CRY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441787.6,"0.4",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441788.5,"0.3",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441789.6,"0.3",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441791.5,"0.4",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441792.5,"0.4",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441793.5,"0.6",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441799.3,"0.6",NA,NA,"Vis.","DAN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441800.6,"1.0",NA,NA,"Vis.","WJA","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441801.5,"0.5",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441802.5,"0.5",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441803.5,"0.7",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441805.3,"0.7",NA,NA,"Vis.","DAN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441806.3,"0.6",NA,NA,"Vis.","DAN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441807.5,"0.7",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441810.9,"0.6",NA,NA,"Vis.","SRC","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441820.3,"0.7",NA,NA,"Vis.","LKS","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441828.9,"0.4",NA,NA,"Vis.","SRC","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441898.9,"1.0",NA,NA,"Vis.","TAY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441900.9,"1.4",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441900.9,"1.3",NA,NA,"Vis.","TYR","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441901.9,"1.4",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441905.9,"1.4",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441907.9,"1.5",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441908.9,"1.4",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441909.9,"1.4",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441912.9,"1.4",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441912.9,"1.0",NA,NA,"Vis.","TAY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441915.9,"1.0",NA,NA,"Vis.","TWN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441918.5,"0.5",NA,NA,"Vis.","HEV","","","","","",NA,"","V","",NA,NA,"ALF ORI","MCSE","STD",NA,NA,"",""
2441919.9,"1.0",NA,NA,"Vis.","TYR","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441921.5,"0.3",NA,NA,"Vis.","HEV","","","","","",NA,"","V","",NA,NA,"ALF ORI","MCSE","STD",NA,NA,"",""
2441921.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441922.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441922.9,"1.0",NA,NA,"Vis.","TAY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441923.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441924.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441927.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441927.9,"1.0",NA,NA,"Vis.","TYR","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441928.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441929.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441929.9,"1.0",NA,NA,"Vis.","TAY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441931.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441932.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441936.5,"0.6",NA,NA,"Vis.","HEV","","","","","",NA,"","V","",NA,NA,"ALF ORI","MCSE","STD",NA,NA,"",""
2441943.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441944.9,"0.4",NA,NA,"Vis.","GLG","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441945.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441946.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441947.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441948.9,"0.9",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441950.9,"1.0",NA,NA,"Vis.","TAY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441951.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441952.9,"0.9",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441953.9,"0.9",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441954,"0.6",NA,NA,"Vis.","MDD","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441955.9,"1.0",NA,NA,"Vis.","TYR","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441957.9,"0.9",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441959.4,"0.3",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2441959.9,"0.5",NA,NA,"Vis.","CRY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441959.9,"0.5",NA,NA,"Vis.","MDD","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441960.9,"0.9",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441962,"0.2",NA,NA,"Vis.","AJ","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441962.5,"0.4",NA,NA,"Vis.","JUH","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441962.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441962.9,"0.9",NA,NA,"Vis.","TAY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441962.9,"0.9",NA,NA,"Vis.","TYR","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441963,"0.7",NA,NA,"Vis.","CR","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441964.9,"0.9",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441965,"0.5",NA,NA,"Vis.","STI","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441965.9,"0.9",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441967,"0.5",NA,NA,"Vis.","STI","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441972.9,"0.4",NA,NA,"Vis.","CRY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441972.9,"0.5",NA,NA,"Vis.","MDD","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441973.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441973.9,"0.8",NA,NA,"Vis.","TAY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441975.47,"0.5",NA,NA,"Vis.","PFF","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441975.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441976.5,"0.5",NA,NA,"Vis.","JUH","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441976.5,"0.7",NA,NA,"Vis.","SHJ","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441976.8,"0.6",NA,NA,"Vis.","LX","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441976.8,"0.8",NA,NA,"Vis.","TWN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441977.45,"0.5",NA,NA,"Vis.","PFF","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441977.9,"0.9",NA,NA,"Vis.","TYR","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441978.9,"0.5",NA,NA,"Vis.","STI","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441979.8,"0.9",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441979.9,"0.5",NA,NA,"Vis.","CRY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441981.9,"0.4",NA,NA,"Vis.","MDD","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441981.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441983.37,"0.4",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2441983.7,"0.9",NA,NA,"Vis.","SHJ","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441983.7,"0.7",NA,NA,"Vis.","JUH","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441983.9,"0.9",NA,NA,"Vis.","ORO","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441983.9,"0.8",NA,NA,"Vis.","TAY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441983.9,"0.8",NA,NA,"Vis.","THS","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441983.9,"0.9",NA,NA,"Vis.","TYR","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441984.7,"0.8",NA,NA,"Vis.","SHJ","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441984.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441985.7,"0.0",NA,NA,"Vis.","GAS","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441985.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441986.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441987.4,"0.6",NA,NA,"Vis.","LKS","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441987.41,"0.8",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2441987.43,"0.3",NA,NA,"Vis.","PFF","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441987.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441988.7,"0.7",NA,NA,"Vis.","LX","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441989.48,"0.5",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2441989.7,"0.9",NA,NA,"Vis.","GLF","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441989.7,"0.7",NA,NA,"Vis.","GLW","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441989.7,"0.4",NA,NA,"Vis.","LUT","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441989.7,"0.4",NA,NA,"Vis.","WJA","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441990,"0.6",NA,NA,"Vis.","STI","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441990.46,"0.4",NA,NA,"Vis.","PFF","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441990.6,"0.9",NA,NA,"Vis.","JUH","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441990.6,"0.9",NA,NA,"Vis.","SHJ","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441990.7,"0.9",NA,NA,"Vis.","OV","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441990.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441991.8,"0.4",NA,NA,"Vis.","AJ","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441991.9,"0.8",NA,NA,"Vis.","TAY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441992.45,"0.4",NA,NA,"Vis.","PFF","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441992.66,"0.4",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2441993,"0.4",NA,NA,"Vis.","MDD","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441993.71,"0.4",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2441997.6,"1.0",NA,NA,"Vis.","SHJ","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2441997.7,"1.0",NA,NA,"Vis.","JUH","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442000.43,"0.5",NA,NA,"Vis.","PFF","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442000.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442001.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442002.39,"0.6",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2442004.23,"0.4",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2442004.4,"1.0",NA,NA,"Vis.","JUH","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442004.5,"0.4",NA,NA,"Vis.","PFF","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442004.7,"0.4",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2442004.7,"0.8",NA,NA,"Vis.","SLB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442005.7,"0.3",NA,NA,"Vis.","WJA","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442005.9,"0.9",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442006.6,"1.0",NA,NA,"Vis.","PN","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442006.7,"0.9",NA,NA,"Vis.","OV","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442006.8,"0.6",NA,NA,"Vis.","STI","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442006.9,"0.9",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442006.9,"0.9",NA,NA,"Vis.","TAY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442007.2,"0.6",NA,NA,"Vis.","TBX","K","na","","na","RASNZ ARCHIVAL",0,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"","RASNZ"
2442007.4,"0.7",NA,NA,"Vis.","LKS","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442008.45,"0.6",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2442008.9,"1.0",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442009.45,"0.5",NA,NA,"Vis.","BOH","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
2442009.7,"0.8",NA,NA,"Vis.","LX","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442009.9,"0.4",NA,NA,"Vis.","CRY","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442009.9,"0.5",NA,NA,"Vis.","TYR","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442010.9,"0.9",NA,NA,"Vis.","RB","","","","","",NA,"","V","",NA,NA,"ALF ORI","","STD",NA,NA,"",""
2442011.39,"0.3",NA,NA,"Vis.","STF","","","","","",NA,"","V","",NA,NA,"ALF ORI","AFOEV","STD",NA,NA,"",""
